meeting,start,end,speaker,text
EN2004a,1758.08,1761.18,Speaker_0,found a case of discontinuity.
EN2004a,1764.88,1772.86,Speaker_2,"But, you know, because she's an un -native English speaker, I don't know. Maybe that was"
EN2004a,1772.86,1779.0,Speaker_0,grammatically unmarked for her. You know what I
EN2004a,1779.0,1787.9,Speaker_2,"mean? Maybe that wasn't her restarting. Otherwise, you could end up putting a hyphen after every mutation that we have. So,"
EN2004a,1787.98,1808.56,Speaker_0,"again, I don't know. That was my reflex at the time to put that there, but just to present it, Mark, rather than their actual poem, presentation. Yeah. As in that whole, like, back channel. Oh,"
EN2004a,1810.02,1817.7,Speaker_2,"yeah, sorry. I just read the rest of the sentence. It's push buttons towards. Yeah, yeah. I would"
EN2004a,1817.7,1838.94,Speaker_0,"type it as two. Okay. I'm going to skip ahead. Oh, let's see. So, I hear she would quickly. Yeah. And I think a good number of them, you'll be"
EN2004a,1838.94,1848.0,Speaker_2,"able to resolve. I can. Just, just, just, to have the context and be able to take it. What could be she would or should, at all? Well, okay. Yes,"
EN2004a,1848.2,1868.98,Speaker_0,"you can do a lot of things. So, there's another case where there wasn't a space between a non -word fragment. And then, at least don't."
EN2004a,1869.94,1877.98,Speaker_2,Okay. What else? There was an extra little symbol in here. That was just kind of carelessness.
EN2004a,1882.1,1883.92,Speaker_0,"So, even if it's something"
EN2004a,1883.92,1892.94,Speaker_2,"that's brief as, mm -hmm, we're going to go ahead and capitalize that. Mark asked me what to do in the"
EN2004a,1892.94,1898.7,Speaker_0,case of an utterance just consisting of laughter. Do we use punctuation in these cases?
EN2004a,1899.9,1906.36,Speaker_2,I haven't been. I don't know. I think that's not too silly. There's not linguistic.
EN2004a,1908.96,1914.68,Speaker_0,"Oh, not. Yeah. I know. I know. You could think of an utterance"
EN2004a,1914.68,1919.3,Speaker_2,consisting entirely of laughter and then putting like punctuation in it. Aha.
EN2004a,1922.8,1929.14,Speaker_0,"This was going to have fun transcribing my mouth. So,"
EN2004a,1929.22,1937.94,Speaker_2,I'm just going to start with the conversation in the common room. I just love to think with state that they could come up with a theory. I'm trying to interpret my
EN2004a,1937.94,1943.82,Speaker_0,note here. Do we interrupt those things? Okay. I guess there just really wasn't enough to transcribe it.
EN2004a,1945.46,1952.82,Speaker_2,"Yeah, because it was really just silence. I'm asking the question to be if it is. Yeah. So, like I said, click down here just to,"
EN2004a,1953.14,1958.88,Speaker_0,"if you haven't learned that trick already, and that won't play any surrounding segments. So, there's nothing"
EN2004a,1958.88,1962.9,Speaker_2,"there. Okay. That's kind of. Oh,"
EN2004a,1968.84,1973.88,Speaker_0,no. Just let it
EN2004a,1973.88,1997.7,Speaker_2,be. Yeah. Yeah. Yeah. Yeah. Yeah. I need to go back in.
EN2004a,1998.36,2003.32,Speaker_0,"So, you haven't put I put it in the ICS. Okay."
EN2004a,2004.26,2009.5,Speaker_2,Highphones or commas? Commerce? Yeah.
EN2004a,2013.38,2018.86,Speaker_0,"For the next. Actually, where I've,"
EN2004a,2018.88,2028.32,Speaker_2,I've a couple times where they've repeated a word. I've put a comma between them. Should that be no comma? Yeah. Comments are fine. And eventually they're going to be extracted globally.
EN2004a,2028.8,2034.12,Speaker_0,"So, it doesn't matter. Oh, thank you. Yeah. We can just wipe the notes. Okay."
EN2004a,2034.96,2043.0,Speaker_2,"So, I get quite proliferate with my commas at times. I am too. And then Steve Reynolds, who's in Project Manager, had a"
EN2004a,2043.0,2047.56,Speaker_0,"look at, I think it was my transcribe. Well, these commas doing in there."
EN2004a,2048.78,2057.9,Speaker_2,"He didn't, ultimately he said it wasn't a problem. Okay, cool. They will, they'll help in the key sense of discourse. But his point was"
EN2004a,2057.9,2064.04,Speaker_0,"that they're really subjective. Yeah. And that you, the transcribe here. Just to make"
EN2004a,2064.04,2072.88,Speaker_2,sense of the sentence. Yeah. Yeah. I really like using commas. I read somebody's PhD proposals
EN2004a,2072.88,2078.62,Speaker_0,"yesterday and said, well, he could have a common hearing there. What is Q2?"
EN2004a,2079.02,2087.12,Speaker_2,"How much? Oh, she spelled Q2 with an I. So, that's just something I pointed out. Okay, what else?"
EN2004a,2089.28,2094.0,Speaker_0,"Yes, Steve. Thank you. So, here's, let's"
EN2004a,2094.0,2102.34,Speaker_2,"see. Now this was, I will step that fine. So, she typed an hour."
EN2004a,2102.78,2109.22,Speaker_0,"And I didn't quite hear that. But,"
EN2004a,2109.22,2117.74,Speaker_2,"you can see how it could have been. I don't know. You were a pockly. Sometimes you get like,"
EN2004a,2118.98,2123.98,Speaker_0,"you're not sure if it's an I, and I, yeah, and I, and you can never know. But if"
EN2004a,2123.98,2133.08,Speaker_2,"it fits well enough as a, as an indefinite article, then you do as well. So, which did you just pick? Oh, I was, I"
EN2004a,2133.08,2136.26,Speaker_0,was suggesting that it be instead of our.
EN2004a,2141.6,2148.06,Speaker_2,"But I'm all reactious. This is a thousand. Yeah, it's"
EN2004a,2148.06,2169.06,Speaker_0,"tricky. Oh, no, no. It keeps on being worse. Hmm, I don't know. What's this? Oh, she's. I hear the well there. But this being the headset, my channel, may make it easier to"
EN2004a,2169.06,2178.06,Speaker_2,"hear. She transcribed from the lapel mic. I've had one person with the, don't you head by one? Oh, don't do something where. Oh, most of the time it's,"
EN2004a,2178.06,2183.98,Speaker_0,"it's as if they've got the hand over something. Oh, God. And you transcribed that speaker entirely? Yes."
EN2004a,2185.92,2192.9,Speaker_2,"If that comes up again, we've got headset mic files now. In fact, they replaced all the lapel mic files"
EN2004a,2192.9,2198.7,Speaker_0,"on the MMM server with headset mic files, which we weren't asking them to do, but anyway,"
EN2004a,2199.22,2208.02,Speaker_2,they did it. And so now we don't have the lapel mic files. Apparently the headset mic files are just a bit louder. So you probably find yourself
EN2004a,2208.02,2213.98,Speaker_0,"turning the volume down considerably, but apparently other than that, they're just as good. But let"
EN2004a,2213.98,2222.9,Speaker_2,"us know because we can retrieve that. Yeah, that's awesome. There was some people that actually who needs to some really screeching noises because they're so"
EN2004a,2222.9,2229.04,Speaker_0,"loud or probably the mic is so close. And one of the first dialogues I did with the guy called Ed,"
EN2004a,2229.6,2238.22,Speaker_2,"you could only see the waveform actually, you know, being just hitting the boundaries on both"
EN2004a,2238.22,2243.92,Speaker_0,"ends and just being at some point, just black segments. And when he was talking to us this"
EN2004a,2243.92,2251.1,Speaker_2,"whole, like, you know, when you speak to your first microphone, you know, it's really terrible. People would say, is this on the right? Hit it a few times."
EN2004a,2253.7,2259.14,Speaker_0,Okay. I don't think I'm going to go through any more of these because
EN2004a,2259.14,2267.72,Speaker_2,"I think I've gotten through most of the types that I meant to point out. How about names that somebody says, the name of somebody,"
EN2004a,2267.82,2273.5,Speaker_0,anything? Who? I don't even have to spell the name. Right. If you said the right name. Right.
EN2004a,2275.52,2281.66,Speaker_2,"What are you going to do for Ed? Sorry? Oh, I had one guy, one of the project managers was,"
EN2004a,2282.98,2289.04,Speaker_0,he had a really weird accent and he was calling one guy Mr. Ed. Mr. Ed. He was still
EN2004a,2289.04,2297.58,Speaker_2,"on Ed. And took me, you find out that it was actually Mr. Ed. Mr. Ed. No,"
EN2004a,2297.58,2303.6,Speaker_0,"but that it wasn't one word that it wasn't like some proper name, starting with M. Mr. Ed."
EN2004a,2305.64,2312.96,Speaker_2,"I did see, I've been looking at some guidelines for another corpus and I did see something about proper names. So I'll have a look at"
EN2004a,2312.96,2319.04,Speaker_0,that and see how we can know about that. But don't you guys have this data? What know
EN2004a,2319.04,2327.96,Speaker_2,"the people's names like when you... Collapse. Yeah, quite possibly. But since it's coming from... It's coming from Idiop and"
EN2004a,2327.96,2333.76,Speaker_0,"Switzerland. Yeah, it should be easy enough to get, but it's one other step, you know,"
EN2004a,2333.86,2342.9,Speaker_2,"emailing somebody to find out who knows this information. Anyway, it's... No, but it's information that we theoretically have. Yeah, yeah,"
EN2004a,2342.9,2349.1,Speaker_0,because everyone signs a consent form when they participate in the experiment. So we ought to be able to get that. We didn't sign one. But
EN2004a,2349.1,2358.04,Speaker_2,there should also have a means of dealing with proper names when we don't know what it is or how it might be spelled at all
EN2004a,2358.04,2364.02,Speaker_0,and flagging that in some way. So I'll try to address both
EN2004a,2364.02,2373.0,Speaker_2,"things. What was Mr. again? I can't remember seeing how to describe Mr. Oh, just type Mr. Pulling R in my"
EN2004a,2373.0,2379.3,Speaker_0,"ST. Yeah, and same with Mrs. in my SSS. You are? Okay, I'm sorry. I'm sorry. I"
EN2004a,2379.3,2388.06,Speaker_2,"really checked the dictionary. This is... Yeah, you would never type the abbreviated spelling. What if somebody calls themselves Ms."
EN2004a,2389.98,2393.5,Speaker_0,"I mean, that's not what happened. I'm sure there's a spelling in the OED, yeah."
EN2004a,2394.22,2403.16,Speaker_2,"So, what about foreign words? What do we do when we're checking if we come up something? Oh, right. So the transcribers, including"
EN2004a,2403.16,2409.02,Speaker_0,"everything in carrots, and what you would do is... I"
EN2004a,2409.02,2418.0,Speaker_2,"think it was French when you had to. That's a good question because you will be leaving question marks there. I mean,"
EN2004a,2418.1,2424.1,Speaker_0,"if it's in carrots, and then there's foreign, does that matter? It"
EN2004a,2424.1,2433.1,Speaker_2,"shouldn't because things are going to be left like the asterisk, will be left for the prosatz, the subsequent processing. But carrots with"
EN2004a,2433.1,2439.04,Speaker_0,"question marks in between would have to be resolved in some way. Okay, we just change it to a nap between"
EN2004a,2439.04,2448.1,Speaker_2,"the carrots. Yeah. Because it's a intelligible thing. Yeah, I suppose that's all we can do really. Yeah. You're not supposed to be polygons. That's"
EN2004a,2448.1,2454.5,Speaker_0,"great. Oh, so even if we know what the word means, we're not supposed to. Oh, yeah, yeah. If it's"
EN2004a,2454.5,2462.98,Speaker_2,"a foreign word, and you know what it is, just enclose it in carrots. Yeah, because I have... There's one dialogue where I think two speakers are friends. Like one is"
EN2004a,2462.98,2468.52,Speaker_0,"definitely French. And I know she's saying, and then somebody's saying something to her, and she goes, come on."
EN2004a,2469.24,2478.18,Speaker_2,"Yeah. You know that. Yeah. Yeah. If you're confident, you get a fair grasp on French, for example, when I was actually trying"
EN2004a,2478.18,2483.98,Speaker_0,to relate to the process. Yeah. Okay. There
EN2004a,2483.98,2492.92,Speaker_2,"was just one other thing. She typed, okay, in caps. Oh, yeah. So it's like that. Oh. Oh, Certificate. Oh, capital -oh, capital -oh, capital -K."
EN2004a,2493.24,2498.42,Speaker_0,"And huge no -no, I don't know why she missed that. And the guidelines."
EN2004a,2498.98,2506.98,Speaker_2,"Are we doing... Yeah. Okay, just as, oh - Okay. Not as it, okay. A -Y. It is okay. A -Y. A -Y -O -Y. Yeah."
EN2004a,2508.76,2513.0,Speaker_0,Okay. Okay. Well... It will be your job.
EN2004a,2513.8,2523.96,Speaker_2,"So you catch all of these guys. So, no. No transcriber will be checking"
EN2004a,2523.96,2529.0,Speaker_0,their own transcription. We will catch
EN2004a,2529.0,2538.22,Speaker_2,these things. I'll just go to the board. Do I have to keep this stuff
EN2004a,2538.22,2543.82,Speaker_0,"on? Oh yeah, because every time"
EN2004a,2543.82,2552.94,Speaker_2,"somebody will be going over there, you'd hear all the sounds of the whiteboard. I just have to hear the chairs moving and about five or six breaks in"
EN2004a,2552.94,2558.94,Speaker_0,"between is the making of the way there. Okay, so I guess just for the sake of using the whiteboard and killing a"
EN2004a,2558.94,2567.58,Speaker_2,"little more time, I'll just write down the things that are most common to be checked. Oh, okay."
EN2004a,2568.62,2573.62,Speaker_0,"All the whiteboard markers are kind of like, wow. Despite some, wow."
EN2004a,2573.98,2583.42,Speaker_2,"Okay, so very quick. Now this is a list of things to do as the checker. So you want to listen to the silent"
EN2004a,2583.42,2604.18,Speaker_0,"regions. Then check the speech regions. And as part of that, you want to check the boundaries. And"
EN2004a,2604.18,2612.88,Speaker_2,"oh, by the way, this should be transcribed. I have"
EN2004a,2612.88,2644.92,Speaker_0,"any missed speech. And let's see what else. And within this, checking the speech segments, you want to listen for, or look for a missed look for missed punctuation. And fill pauses."
EN2004a,2650.73,2657.8,Speaker_2,"Words in stuttering. And if you have, if you have a"
EN2004a,2657.8,2693.84,Speaker_0,"stuttered word, you don't need to use the Python to mark discontinuity. So if somebody says, then it's just the words in stuttering. And this false starts. Short words, make sure little words like the, and little articles and that kind of thing don't get omitted."
EN2004a,2695.08,2701.46,Speaker_2,Short words and word fragments. Those are the commonly missed things.
EN2004a,2707.7,2709.02,Speaker_0,And then
EN2004a,2709.02,2717.96,Speaker_2,look for cases of missed transcription. Seems so silly to be writing
EN2004a,2717.96,2723.98,Speaker_0,"this one. But anyway, missed transcription. So make sure the speaker said"
EN2004a,2723.98,2733.52,Speaker_2,"will, you type will not would, or if they say we, even though it might be more grammatically correct to type, we're that"
EN2004a,2733.52,2754.16,Speaker_0,"kind of thing. That cases of ellipsis where maybe the transcribed word typed them, but really what was said was, um, so we use the post -rophy. And look for capitalization. I'm not going to, I'm not going to do any more of this. Capitalization spelling is the,"
EN2004a,2754.3,2761.62,Speaker_2,we do to check on things you don't know about. Refer to the wiki for all regularized spellings.
EN2004a,2763.32,2768.96,Speaker_0,"And for things like field pauses. I just remember. Oh, was that okay"
EN2004a,2768.96,2778.0,Speaker_2,"when it's just a K, but it's at the beginning of a sentence should the K be capitalized? Well, a post -rophy and then K -A -Y. And then, yeah, capitalized"
EN2004a,2778.0,2784.02,Speaker_0,the K. And... I think it smells really bad. I think it smells really
EN2004a,2784.02,2792.48,Speaker_2,good. Even did this too long. I used to always love small markers. I always came addicted to it.
EN2004a,2794.82,2799.02,Speaker_0,Greenspaint. What else did I find? So make sure the
EN2004a,2799.02,2808.0,Speaker_2,"dash, the hyphen, whatever you call it, is being used appropriately in cases of discontinuity. But not in stuttering, like"
EN2004a,2808.0,2814.06,Speaker_0,I said. And don't use it when the utterance is clearly continued in
EN2004a,2814.06,2822.92,Speaker_2,"the next segment or whatever. Don't transcribe in breaths or out breaths. And okay,"
EN2004a,2823.28,2828.0,Speaker_0,"should never be two capital letters. It should be okay, A -Y."
EN2004a,2831.16,2837.78,Speaker_2,And one other thing is to break up long segments if you find any. Over a minute.
EN2004a,2838.58,2844.26,Speaker_0,"Yeah, but that's a kind of crude guideline. I'd say just anything"
EN2004a,2844.26,2853.1,Speaker_2,"that seems unmanageable. So if something is a minute and three seconds, I can still have it. Yeah, really, it means nothing to"
EN2004a,2853.1,2857.58,Speaker_0,say a minute. It's just a really crude guideline. I would just try to keep segments very manageable.
EN2004a,2859.76,2867.5,Speaker_2,But use these waveforms to help you. And you can adjust the resolution so
EN2004a,2867.5,2873.88,Speaker_0,that that didn't help me too much. But you can use this little
EN2004a,2873.88,2882.58,Speaker_2,slide bar to adjust the resolution. I'm just going to be working on one of the arrows. Which arrows by the resolution?
EN2004a,2886.7,2888.9,Speaker_0,"Yeah, that one. The other arrow"
EN2004a,2888.9,2898.1,Speaker_2,"next to it. Right, okay. Oh, and you can also go to signal and"
EN2004a,2898.1,2904.26,Speaker_0,something under signal where you can adjust the amp. It's all on the resolution.
EN2004a,2908.12,2913.36,Speaker_2,"Okay, right. No, if you"
EN2004a,2913.36,2916.62,Speaker_0,"go to control panel. No, signal control panel."
EN2004a,2920.76,2926.86,Speaker_2,"The vertical zoom, you can adjust that as well. So it fits in just too flat. That's good."
EN2004a,2929.14,2933.94,Speaker_0,"Okay. I didn't have nothing. I was hearing stuff, but there"
EN2004a,2933.94,2942.8,Speaker_2,"was nothing on my way for it. I had to find where everything was. Oh, that's good. Yeah, so to help you make cuts,"
EN2004a,2942.8,2948.12,Speaker_0,"just look, use this waveform and make sure you're not using any signal information."
EN2004a,2950.64,2957.7,Speaker_2,"But cutting segments down is a low priority. But it never helped. Ultimately, I think,"
EN2004a,2957.98,2964.08,Speaker_0,"folks processing wise. I don't have got a bit far and cutting right down. Yeah, I don't"
EN2004a,2964.08,2973.06,Speaker_2,"get excessive about it because that just ends up taking too much time. But I think from a speech recognition point of view, it shouldn't matter."
EN2004a,2974.18,2979.26,Speaker_0,The segments being whatever length they happen to be. I've seen other people's
EN2004a,2979.26,2988.14,Speaker_2,"transcription guidelines for the XC project of Berkeley. And elsewhere, it's indicating that it really doesn't matter. The"
EN2004a,2988.14,3008.84,Speaker_0,"point is just to get them into manageable units. Easy to check in rather than doing that into a whole... Yeah, that's true. Actually, that's the best reason for cutting them down. But hopefully, that will be done during the first pass because that's the whole point. Making the checkers job really easier."
EN2004a,3009.62,3018.3,Speaker_2,"And then, yeah, just be sure after you've gone through the four channels to do"
EN2004a,3018.3,3023.36,Speaker_0,a search on all the unknowns. I'll be in pieces of Q &D or whatever.
EN2004a,3024.68,3032.92,Speaker_2,And what else was I going to say? The way we'll be allocating this is the same as
EN2004a,3032.92,3038.82,Speaker_0,"before. The same page, just further down, scroll down,"
EN2004a,3038.94,3047.72,Speaker_2,"you'll see all the files. I've already allocated some things to be checked. So if you run out of work,"
EN2004a,3048.5,3054.4,Speaker_0,go ahead and start checking because this is something that's considerably bottlenecked
EN2004a,3054.4,3063.26,Speaker_2,"at the moment. So is this the priority then? Yeah, I'd say for now, we don't even have much new stuff"
EN2004a,3063.26,3068.9,Speaker_0,to be... It should be gone over for a first pass. So it's important that we do this second pass.
EN2004a,3069.12,3078.52,Speaker_2,And I've indicated in a column where there's something that's priority. I think a high... It's high priority.
EN2004a,3079.92,3084.08,Speaker_0,"So those would be the ones you could focus on first, obviously. And"
EN2004a,3084.08,3093.02,Speaker_2,you don't want to change the file name in any way. Just keep it the same. There's going to be a checking in procedure.
EN2004a,3093.46,3098.9,Speaker_0,"I don't know if anybody's mentioned this before, but you'll know about this with the CVS server."
EN2004a,3099.72,3108.38,Speaker_2,"Well, I don't know about this for the summarization. I haven't done this. Right, but it'll be a little bit simpler. But"
EN2004a,3108.38,3113.92,Speaker_0,they're creating a guide. Jonathan is creating a web form for you to
EN2004a,3113.92,3123.14,Speaker_2,do this all very simply. Just upload everything that you upload the file that you've transcribed. And you'll be noting whether
EN2004a,3123.14,3129.02,Speaker_0,it's the first pass or the second pass. And your name is the person who did that particular pass.
EN2004a,3130.02,3138.02,Speaker_2,And that will happen soon. I'll let you know. So do we just open the file as we open the files for the first pass? I can't solve them. I
EN2004a,3138.02,3144.02,Speaker_0,would suggest creating a folder called files to be
EN2004a,3144.02,3152.4,Speaker_2,"checked or something like that. And you have them done it. Yeah, and then within that create a subfolders for them to be given. Yeah."
EN2004a,3153.08,3158.56,Speaker_0,"And you'll have to get all the sound files, unfortunately, in an MM server on your own."
EN2004a,3159.4,3167.82,Speaker_2,Because the amy servers are not very reliable for getting the sound files. Uncorrupted. So
EN2004a,3167.82,3173.98,Speaker_0,you'll have to get all the sound files from the MM server. And the person's transcription file should be in that
EN2004a,3173.98,3183.1,Speaker_2,"folder where you're putting yours. And then you'll just, you'll copy that over. You won't move it over"
EN2004a,3183.1,3188.82,Speaker_0,"because we're going to have multiple versions of these things. But yeah, copy it into your directory"
EN2004a,3188.82,3197.96,Speaker_2,"and keep the same name. And then when you check it in, it will automatically be registered. Even though the first pass was checked in"
EN2004a,3197.96,3218.88,Speaker_0,"when we're doing this checking in business, it will know which pass it is. But I think you'll also be indicating that as well. It's very, very connected questions. You'll know. Originally, the like, when first, like, the flight say yes, we have seen it. It's at six"
EN2004a,3218.88,3227.88,Speaker_2,"weeks. And the contract say eighth of May, which is longer in advance than, which is a greater advantage at the time in six weeks. Yeah, it's actually six. What is it?"
EN2004a,3227.96,3234.12,Speaker_0,"Is it three months? I think that's a three month contract. Yeah, there are three month contracts. And now,"
EN2004a,3234.24,3242.44,Speaker_2,"if you can't keep that, that's fine. But it's just a logistic thing with personnel where we had, that was the minimum move. Okay."
EN2004a,3243.76,3249.24,Speaker_0,"So if you have to, let us know as soon as you know. When you can"
EN2004a,3249.24,3257.82,Speaker_2,"get into the holidays and... Yeah. ...and you can actually start holidays. Yeah, obviously those kinds of things, things we'll have to work around. But yeah. It's just"
EN2004a,3257.82,3263.92,Speaker_0,"one of us. You're just checking. Once we actually get into the Easter holidays, because"
EN2004a,3263.92,3272.96,Speaker_2,"having lectures at the moment, can we be more flexible with our hours if we want to? I should think so. I mean, the whole point of keeping... Well, as long as you're able"
EN2004a,3272.96,3278.94,Speaker_0,to work out use of your computer or the other person. That's fine. Yeah. The whole
EN2004a,3278.94,3288.0,Speaker_2,point of having regular hours was to make sure that somebody was here to answer your questions. But you've got keys? Yes. So you should be
EN2004a,3288.0,3294.04,Speaker_0,able to get in doing odd hours if you want to work. I think a flood -like person to have the upper -than -towel computers and
EN2004a,3294.04,3303.1,Speaker_2,"keep the paper. Yeah, yeah. Yeah, I don't see why not. In Sung -yu. No, I don't see why not. In Sung -yu. No, I don't see why not. You could give him instead of hours. You should give him instead"
EN2004a,3303.1,3308.96,Speaker_0,"of hours. Yeah. And, yeah, I think you'll"
EN2004a,3308.96,3318.02,Speaker_2,"be paid. You'll be paid. Well, I'm happy to say something. I'm having sorts of texts up out before"
EN2004a,3318.02,3323.94,Speaker_0,I can send my stuff in to make sure I'm sending them the right form. But I wanted to know what examining board
EN2004a,3323.94,3332.9,Speaker_2,"I got my A levels in. Really? Yeah, because you're resources, I thought. Surely you don't need that information. It took me, it was about to take me half an hour."
EN2004a,3333.44,3339.7,Speaker_0,"Well, it did when I was just going through the forms and filling in all the details. I thought, I'm not going to spend a couple"
EN2004a,3339.7,3347.96,Speaker_2,"of hours getting photocopies of degrees certificates. So, if you're for your files, it's going to be a good... No, no, no, no. I think it's in one place it says,"
EN2004a,3348.06,3354.0,Speaker_0,"give us copies of degrees. Oh, maybe I'm getting mixed up with something else, but it wanted a... Well, A level"
EN2004a,3354.0,3362.88,Speaker_2,"like examining board which seemed a bit ridiculous. If you have any problems with that, seek Caroline and instance. I mean, if it's for this job"
EN2004a,3362.88,3368.92,Speaker_0,"and getting paid, that's not necessary. And Caroline has to rebuild it. Help you sort that"
EN2004a,3368.92,3378.0,Speaker_2,"out. But also, if pays a matter... I think it's a matter that you haven't gotten paid for some reason. I hope definitely. Yeah, I haven't"
EN2004a,3378.0,3383.96,Speaker_0,gotten paid for some for two weeks because I only have three month contracts starting February. But I started
EN2004a,3383.96,3392.92,Speaker_2,with Jaguar. Talk to Caroline. Because I really don't know why that would be. I'm here full
EN2004a,3392.92,3398.6,Speaker_0,"-time now, so I'll be here on Monday, Friday. And I leave it for now,"
EN2004a,3398.92,3406.96,Speaker_2,"so I won't find any time after that. But your hospital stayed home to have to be at home. Yeah, it has to be at home."
EN2004a,3408.94,3413.78,Speaker_0,"Oh, so it is your baby that I'm living in. What assumes this?"
EN2004a,3415.08,3422.98,Speaker_2,"How old is that? He's four and a half months. Oh, that's very lovely. That's Johnny, that'll be waiting for you. Yeah, that's"
EN2004a,3422.98,3429.16,Speaker_0,"the question I was just going to ask. Did he sleep? Yeah, well, only as of Friday, actually."
EN2004a,3429.36,3437.86,Speaker_2,"Wow. I was telling Melissa this. Do you want us to stop? Yeah, yeah. Oh, good, that worked out"
EN2004a,3437.86,3445.64,unknown,"well. Oh, do we have to take on that thing again? Oh, yes. Absolutely. To say that we've..."
EN2005a,0.0,8.5,Speaker_0,years just because of the floods bringing us healing is down. I think great. And it's great joy.
EN2005a,11.2,18.04,Speaker_3,"Aren't they suing him? I think they probably ought to, but they, well, they've"
EN2005a,18.04,23.94,Speaker_0,only just started realizing that treating this as a legal issue is probably the right way to look at it. So they're not really the sort of
EN2005a,23.94,33.02,Speaker_3,"people that are up for understanding the intricacies of the committee, I guess. I mean, you would have thought they could, but it's actually quite a"
EN2005a,33.02,38.84,Speaker_0,hard work. The law isn't very clear. Can't think it legal aid. That's a good question.
EN2005a,39.92,63.08,Speaker_3,"They might be able to. It's just it's a strapped now, you know, like the citizen's advice bureau is so hard to actually get access to because they have so many cases and so few people. So, but yeah, that's probably the next thing they'll have to do. Yeah, here's the other thing. Are"
EN2005a,63.08,69.02,Speaker_0,we supposed to count to 10 or something? We don't have to do all that. Okay.
EN2005a,86.82,88.22,Speaker_3,Okay.
EN2005a,94.84,99.08,Speaker_0,Right. Well. I
EN2005a,99.08,107.8,Speaker_3,thought the right thing to do was to review what Weiching's been doing in the area of dialogue structure for work package one over the last period.
EN2005a,108.32,114.16,Speaker_0,"So basically for him to talk about what he, what progress he's been making. And then for us to, for"
EN2005a,114.16,123.04,Speaker_3,"him to describe what work he intends over the next period of the project and for us to figure out what help he needs with that, maybe"
EN2005a,123.04,128.98,Speaker_0,give him some help figuring out what publications he's going to get out of this. And for us to make sure
EN2005a,128.98,138.08,Speaker_3,"that it fits into the overall project. So this is something that, you know, we're not going to do"
EN2005a,138.08,157.0,Speaker_0,"everything today, but I wanted to make sure that we sort of all aligned on what he was doing at the moment and then sort of figured out how to get in the best advice coming up. So that's why I called this. Okay. You're going to give a presentation for us then. Yeah."
EN2005a,157.68,437.56,Speaker_1,"Great. Very, very quick slides. So I've been here for 14 months, I think. Yeah. So I've accustomed to the environment here and just staying here. So from last year, I was supervising the annotation of secondhand. I was in the same position with Gene. I used to see coffers and on the other hand, I did some very preliminary work on chunking these sweet work coffers, but that was not well picked up in the MA coffers, which is supposed to be. So, and currently I'm more interested in analyzing the Disconstruction Multi -Party Meetings. This is what I'm going to present here. So in this presentation, I'm going to see how we could analyze utterance relations in the multi -party meetings. Because meetings is a little different from normal text or the normal dialogue or my log. So interactivity is a concept that I'm using to distinguish the two extremes of discussing course in meetings and for dialogues and my log. So I think we might have to use different concepts to modify Disconstructure. Then I will give a very rough plan for the next couple of months. And finally, I will introduce some related work. So, the big question that I'm concerned here is, what's the relationship between utterance and multi -party meetings? Or how do we analyze Disconstructure right above utterances instead of those high level intentional structure of discourse? So, the concern here is about the very low -level utterance relations in multi -party meetings. This is the low -code Disconstructure. The building block of structure, old busy utterance and possibly one of its properties, the dialogue which we are currently working on. And for meetings, yes, I have mentioned before that meetings is a bit different from monologue and dialogues. So, in meetings, I, from my reading of one of the Emmy meetings, I, as 108, the four meetings, I noticed that the interaction degrees of interaction in meetings varies from parts to parts. So, for some part, the interaction is very strong. So, it's obviously a dialogue. But for some part, where the interaction is very weak, just like the chairman or partial manager is coordinating the meetings, pushing the meeting forward, then this kind of organization structure or a general falling part. And also other parts like the bad channels result in a semantic content from other participants. So, this kind of interaction might be better analyzed as monologue, in which there is near your interaction, I suppose."
EN2005a,439.96,458.76,Speaker_0,"So, I'm a little bit confused. So, when you say interactivity, do you mean, well, how would you characterize a highly interactive meeting? What are the measurements you apply? So, I think what you're doing is segmenting meetings into highly interactive parts and not so interactive"
EN2005a,458.76,471.02,Speaker_3,"parts, where you think some of them are a bit like dialogue and some of it like monologue. So, what measurements would you apply to find out which is which? Yeah, so, this is going to be based on the utterance to utterance."
EN2005a,471.38,490.5,Speaker_1,"So, for this utterance, the next utterance, if it's from another speaker, then it's not. A bad channel or something similar, then it's dialogue. So, it's speak change."
EN2005a,491.24,500.72,Speaker_3,"So, yes, speak change. So, you mean relatively short turns and speaker change? Yeah, yeah. But short turns, like,"
EN2005a,500.96,534.1,Speaker_1,"or something very similar, might be the second type of interactivity, the weak interactivity. That might not be analyzed as a monologue, but as a dialogue. Not as dialogue, but as a monologue. So, for that kind of bad channels, we can just skip that and do not treat them as interruptions or something like that. Yeah, we could just..."
EN2005a,534.1,542.84,Speaker_3,"So, am I right in thinking you think that you can segment meetings maybe into two types of areas, interactive and non -interactive? So,"
EN2005a,543.04,548.86,Speaker_0,"what are the characteristics of the interactive areas? Speak change. Speak change. So, okay,"
EN2005a,549.14,558.08,Speaker_3,"so, but you just said, I think that you would characterize short turns as being the non -interactive. If it's just some kind"
EN2005a,558.08,565.5,Speaker_1,"of back channel or just signal signal, this speaker is listening or is listening. Oh, okay."
EN2005a,565.5,572.98,Speaker_3,"Well, we can discount back channels. Are you... is it okay if we talk about this for a minute because I'm confused or do you get... I was just wondering"
